Title,Price,Location,Bedrooms,Bathrooms,Property_Type,URL,Toilets,Parking_Space
3 Bedroom Apartment with BQ & Elevator,570000000,"Ikoyi,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3544372-3-bedroom-apartment-with-bq-elevator,,
3 Bedroom Apartment with BQ & Elevator,570000000,"Ikoyi,  Lagos",3.0,3.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3544372-3-bedroom-apartment-with-bq-elevator,4.0,2.0
Amazing 4 Bedroom Maisonette,1800000000,"Ikoyi,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3544363-amazing-4-bedroom-maisonette,,
Amazing 4 Bedroom Maisonette,1800000000,"Ikoyi,  Lagos",4.0,4.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3544363-amazing-4-bedroom-maisonette,5.0,
Top-Notch 4 Bedroom Detached Duplex with Excellent Facilities,270000000,"Alimosho,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/alimosho/3532988-top-notch-4-bedroom-detached-duplex-with-excellent-facilities,,
Top-Notch 4 Bedroom Detached Duplex with Excellent Facilities,270000000,"Alimosho,  Lagos",4.0,4.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/alimosho/3532988-top-notch-4-bedroom-detached-duplex-with-excellent-facilities,5.0,4.0
Smartly Built 4 Bedroom Fully Detached Duplex with BQ,400000000,"Agege,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/agege/new-oko-oba/3539667-smartly-built-4-bedroom-fully-detached-duplex-with-bq,,
Smartly Built 4 Bedroom Fully Detached Duplex with BQ,400000000,"Agege,  Lagos",4.0,4.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/agege/new-oko-oba/3539667-smartly-built-4-bedroom-fully-detached-duplex-with-bq,5.0,4.0
Fully Finished 4 Bedroom Semi Detached Duplex with BQ,300000000,"Yaba,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/yaba/3540079-fully-finished-4-bedroom-semi-detached-duplex-with-bq,,
Fully Finished 4 Bedroom Semi Detached Duplex with BQ,300000000,"Yaba,  Lagos",4.0,3.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/yaba/3540079-fully-finished-4-bedroom-semi-detached-duplex-with-bq,5.0,4.0
Lovely 5 Bedroom Fully Detached Duplex with a Room BQ,750000000,"Magodo,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/magodo/gra-phase-2/3540097-lovely-5-bedroom-fully-detached-duplex-with-a-room-bq,,
Lovely 5 Bedroom Fully Detached Duplex with a Room BQ,750000000,"Magodo,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/magodo/gra-phase-2/3540097-lovely-5-bedroom-fully-detached-duplex-with-a-room-bq,6.0,4.0
Elegant 4 Bedroom Semi Detached Duplex with Excellent Facilities,260000000,"Ojodu,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ojodu/ojodu-berger/3540129-elegant-4-bedroom-semi-detached-duplex-with-excellent-facilities,,
Elegant 4 Bedroom Semi Detached Duplex with Excellent Facilities,260000000,"Ojodu,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ojodu/ojodu-berger/3540129-elegant-4-bedroom-semi-detached-duplex-with-excellent-facilities,5.0,3.0
Spacious 4 Bedroom Duplex,145000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3544364-spacious-4-bedroom-duplex,,
Spacious 4 Bedroom Duplex,145000000,"Lekki,  Lagos",4.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3544364-spacious-4-bedroom-duplex,5.0,
"Amazing 4 Bedroom Maisonette with BQ, Swimming Pool, Gym",1800000000,"Old Ikoyi,  Ikoyi,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/old-ikoyi/3541355-amazing-4-bedroom-maisonette-with-bq-swimming-pool-gym,,
"Amazing 4 Bedroom Maisonette with BQ, Swimming Pool, Gym",1800000000,"Old Ikoyi,  Ikoyi,  Lagos",4.0,4.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/old-ikoyi/3541355-amazing-4-bedroom-maisonette-with-bq-swimming-pool-gym,5.0,
2-Bedroom Flat with Gym & Swimming Pool,550000000,"Ikoyi,  Lagos",,,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3544357-2-bedroom-flat-with-gym-swimming-pool,,
2-Bedroom Flat with Gym & Swimming Pool,550000000,"Ikoyi,  Lagos",2.0,2.0,Flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ikoyi/3544357-2-bedroom-flat-with-gym-swimming-pool,3.0,2.0
Spacious 4 Bedroom Semi Detached Duplex with BQ,200000000,"Lekki,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3544342-spacious-4-bedroom-semi-detached-duplex-with-bq,,
Spacious 4 Bedroom Semi Detached Duplex with BQ,200000000,"Lekki,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3544342-spacious-4-bedroom-semi-detached-duplex-with-bq,5.0,
Premium 5 Bedrooms Duplex with Rooftop Terraced,850000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3315358-premium-5-bedrooms-duplex-with-rooftop-terraced,,
Premium 5 Bedrooms Duplex with Rooftop Terraced,850000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3315358-premium-5-bedrooms-duplex-with-rooftop-terraced,5.0,
4 Bedroom Terraced Duplex,200000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/agungi/3544334-4-bedroom-terraced-duplex,,
4 Bedroom Terraced Duplex,200000000,"Lekki,  Lagos",4.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/agungi/3544334-4-bedroom-terraced-duplex,5.0,3.0
Introducing Afe Residence -- Luxury Living in the Heart of Lekki,170000000,"Ajah,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/ogombo/2902830-introducing-afe-residence-luxury-living-in-the-heart-of-lekki,,
Introducing Afe Residence -- Luxury Living in the Heart of Lekki,170000000,"Ajah,  Lagos",4.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/ogombo/2902830-introducing-afe-residence-luxury-living-in-the-heart-of-lekki,5.0,3.0
Ultra Modern Fully Detached Duplex,850000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3544326-ultra-modern-fully-detached-duplex,,
Ultra Modern Fully Detached Duplex,850000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3544326-ultra-modern-fully-detached-duplex,6.0,4.0
Brand New 4 Bedroom Semi-Detached Duplexes,220000000,"Ajah,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/ilaje-ajah/3544319-brand-new-4-bedroom-semi-detached-duplexes,,
Brand New 4 Bedroom Semi-Detached Duplexes,220000000,"Ajah,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/ilaje-ajah/3544319-brand-new-4-bedroom-semi-detached-duplexes,5.0,3.0
Fully Furnished Affordable 4 Bedroom Terrace Duplex Conner Piece,140000000,"Lekki,  Lagos",4.0,4.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/victoria-garden-city/3541880-fully-furnished-affordable-4-bedroom-terrace-duplex-conner-piece,4.0,2.0
"4-Bedroom Semi Detached Duplex with Fitted Kitchen, BQ",190000000,"Lekki,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3544316-4-bedroom-semi-detached-duplex-with-fitted-kitchen-bq,,
"4-Bedroom Semi Detached Duplex with Fitted Kitchen, BQ",190000000,"Lekki,  Lagos",4.0,4.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3544316-4-bedroom-semi-detached-duplex-with-fitted-kitchen-bq,5.0,2.0
Luxury Self Compound 6 Bedroom Fully Detached Duplex with BQ,300000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3544315-luxury-self-compound-6-bedroom-fully-detached-duplex-with-bq,,
Luxury Self Compound 6 Bedroom Fully Detached Duplex with BQ,300000000,"Lekki,  Lagos",6.0,6.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3544315-luxury-self-compound-6-bedroom-fully-detached-duplex-with-bq,7.0,4.0
Luxury 5 Bedroom Detached Duplex with a Swimming Pool a BQ and a Study,400000000,"Victoria Garden City,  Lekki,  Lagos",,,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/lekki/victoria-garden-city/3373145-luxury-5-bedroom-detached-duplex-with-a-swimming-pool-a-bq-and-a-study,,
Luxury 5 Bedroom Detached Duplex with a Swimming Pool a BQ and a Study,400000000,"Victoria Garden City,  Lekki,  Lagos",5.0,5.0,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/lekki/victoria-garden-city/3373145-luxury-5-bedroom-detached-duplex-with-a-swimming-pool-a-bq-and-a-study,6.0,4.0
5 Bedroom Duplex with Private Elevator,950000000,"Ajah,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3358736-5-bedroom-duplex-with-private-elevator,,
5 Bedroom Duplex with Private Elevator,950000000,"Ajah,  Lagos",6.0,6.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3358736-5-bedroom-duplex-with-private-elevator,6.0,7.0
Contemporary 5 Bedroom Detached Duplex with a Swimming Pool + BQ,370000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/victoria-garden-city/3373336-contemporary-5-bedroom-detached-duplex-with-a-swimming-pool-bq,,
Contemporary 5 Bedroom Detached Duplex with a Swimming Pool + BQ,370000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/victoria-garden-city/3373336-contemporary-5-bedroom-detached-duplex-with-a-swimming-pool-bq,6.0,4.0
Luxury 3 Bedroom Terrace Duplex with BQ,270000000,"Lekki,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3544312-luxury-3-bedroom-terrace-duplex-with-bq,,
Luxury 3 Bedroom Terrace Duplex with BQ,270000000,"Lekki,  Lagos",3.0,3.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3544312-luxury-3-bedroom-terrace-duplex-with-bq,4.0,2.0
Brand New 5 Bedroom Semi-Detached House with Elevator,1200000000,"Lekki,  Lagos",,,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3544311-brand-new-5-bedroom-semi-detached-house-with-elevator,,
Brand New 5 Bedroom Semi-Detached House with Elevator,1200000000,"Lekki,  Lagos",5.0,5.0,Semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/lekki/3544311-brand-new-5-bedroom-semi-detached-house-with-elevator,6.0,
Luxury 5 Bedroom Detached Duplex with a Swimming Pool and a BQ,420000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3373648-luxury-5-bedroom-detached-duplex-with-a-swimming-pool-and-a-bq,,
Luxury 5 Bedroom Detached Duplex with a Swimming Pool and a BQ,420000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3373648-luxury-5-bedroom-detached-duplex-with-a-swimming-pool-and-a-bq,6.0,4.0
2bedroom Terrace Duplex with BQ,95000000,"Ajah,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3540355-2bedroom-terrace-duplex-with-bq,,
2bedroom Terrace Duplex with BQ,95000000,"Ajah,  Lagos",2.0,2.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3540355-2bedroom-terrace-duplex-with-bq,3.0,
Magnificent 4 Bedroom Fully Detached Duplex,320000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3544304-magnificent-4-bedroom-fully-detached-duplex,,
Magnificent 4 Bedroom Fully Detached Duplex,320000000,"Lekki,  Lagos",4.0,4.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3544304-magnificent-4-bedroom-fully-detached-duplex,5.0,3.0
Tastefully Finished 5 Bedroom Detached Duplex with a BQ,360000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3373810-tastefully-finished-5-bedroom-detached-duplex-with-a-bq,,
Tastefully Finished 5 Bedroom Detached Duplex with a BQ,360000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3373810-tastefully-finished-5-bedroom-detached-duplex-with-a-bq,6.0,4.0
Lovely 5 Bedroom Detached Duplex with Cinema,650000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3479659-lovely-5-bedroom-detached-duplex-with-cinema,,
Lovely 5 Bedroom Detached Duplex with Cinema,650000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/osapa/3479659-lovely-5-bedroom-detached-duplex-with-cinema,5.0,
Self Compound 4 Bedroom Fully Detached Duplex,450000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3544293-self-compound-4-bedroom-fully-detached-duplex,,
Self Compound 4 Bedroom Fully Detached Duplex,450000000,"Lekki,  Lagos",4.0,4.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3544293-self-compound-4-bedroom-fully-detached-duplex,5.0,3.0
Luxury 2 Bedroom Apartment with Elevator,220000000,"Lekki,  Lagos",,,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/lekki/ikate/3490417-luxury-2-bedroom-apartment-with-elevator,,
Luxury 2 Bedroom Apartment with Elevator,220000000,"Lekki,  Lagos",2.0,2.0,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/lekki/ikate/3490417-luxury-2-bedroom-apartment-with-elevator,2.0,
Luxury Self Compound Brand New 6 Bedroom Fully Detached Duplex,650000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3544281-luxury-self-compound-brand-new-6-bedroom-fully-detached-duplex,,
Luxury Self Compound Brand New 6 Bedroom Fully Detached Duplex,650000000,"Lekki,  Lagos",6.0,6.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3544281-luxury-self-compound-brand-new-6-bedroom-fully-detached-duplex,7.0,4.0
2 Bedroom Terrace Duplex with BQ,95000000,"Ajah,  Lagos",,,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3519172-2-bedroom-terrace-duplex-with-bq,,
2 Bedroom Terrace Duplex with BQ,95000000,"Ajah,  Lagos",2.0,2.0,Terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3519172-2-bedroom-terrace-duplex-with-bq,2.0,2.0
A Premium 5-Bedroom Fully Detached Duplex,450000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3544272-a-premium-5-bedroom-fully-detached-duplex,,
A Premium 5-Bedroom Fully Detached Duplex,450000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3544272-a-premium-5-bedroom-fully-detached-duplex,6.0,3.0
Luxury 5 Bedroom Fully Detached Duplex,1200000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3544253-luxury-5-bedroom-fully-detached-duplex,,
Luxury 5 Bedroom Fully Detached Duplex,1200000000,"Lekki,  Lagos",6.0,6.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3544253-luxury-5-bedroom-fully-detached-duplex,7.0,4.0
Prime Property for Investment,14100000000,"Victoria Island,  Lagos",,,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/victoria-island/3544247-prime-property-for-investment,,
Prime Property for Investment,14100000000,"Victoria Island,  Lagos",10.0,,House for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/victoria-island/3544247-prime-property-for-investment,,
A Premium & Luxury 5 Bedroom Fully Detached Duplex,3500000000,"Ikoyi,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ikoyi/3532046-a-premium-luxury-5-bedroom-fully-detached-duplex,6.0,8.0
Distress Sales Very Standard 3B Duplex with Big 2 No's of 2B Flat Ensu,130000000,"Ipaja,  Lagos",,,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ipaja/3544244-distress-sales-very-standard-3b-duplex-with-big-2-nos-of-2b-flat-ensu,,
Distress Sales Very Standard 3B Duplex with Big 2 No's of 2B Flat Ensu,130000000,"Ipaja,  Lagos",,10.0,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/ipaja/3544244-distress-sales-very-standard-3b-duplex-with-big-2-nos-of-2b-flat-ensu,10.0,
5 Bedroom Fully Detached Duplex with with a BQ in a Secured Estate,350000000,"Lekki,  Lagos",,,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3542900-5-bedroom-fully-detached-duplex-with-with-a-bq-in-a-secured-estate,,
5 Bedroom Fully Detached Duplex with with a BQ in a Secured Estate,350000000,"Lekki,  Lagos",5.0,5.0,Detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/lekki-phase-1/3542900-5-bedroom-fully-detached-duplex-with-with-a-bq-in-a-secured-estate,6.0,4.0
