Unnamed: 0,Title,Location,Price,Bedrooms,Bathrooms,Toilets,Property Type,URL,Scraped_By,title,location,price,bedrooms,bathrooms,toilets,property_type,url
,,,,,,,,,data/Island_Luxury_Data.csv,Shop/office Space,"Oniru, Victoria Island (VI), Lagos","₦4,500,000 per annum",0.0,0.0,0.0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/oniru/3307734-shopoffice-space
,,,,,,,,,data/Island_Luxury_Data.csv,Shop/office Space,"Oniru, Victoria Island (VI), Lagos","₦4,000,000 per annum",0.0,0.0,0.0,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/victoria-island/oniru/3307739-shopoffice-space
,,,,,,,,,data/Island_Luxury_Data.csv,Well Standard Mini Flat,"Oniru, Victoria Island (VI), Lagos","₦8,000,000 per annum",1.0,1.0,2.0,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/oniru/3289604-well-standard-mini-flat
,,,,,,,,,data/Island_Luxury_Data.csv,Fully Furnished One Bedroom Flat Apartment,"Oniru, Victoria Island (VI), Lagos","₦10,000,000 per annum",1.0,0.0,0.0,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/oniru/3302699-fully-furnished-one-bedroom-flat-apartment
,,,,,,,,,data/Island_Luxury_Data.csv,Semi Masters Bedroom With Personal Kitchen,"Oniru, Victoria Island (VI), Lagos","₦4,000,000 per annum",0.0,1.0,1.0,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/victoria-island/oniru/3288090-semi-masters-bedroom-with-personal-kitchen
,,,,,,,,,data/Island_Luxury_Data.csv,4 Bedroom Spacious House With Detached Maids House,"Oniru, Victoria Island (VI), Lagos","₦30,000,000 per annum",4.0,6.0,5.0,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/victoria-island/oniru/3185334-4-bedroom-spacious-house-with-detached-maids-house
,,,,,,,,,data/Island_Luxury_Data.csv,Self Service Four (4) Bedroom Semi Detached House With Bq,"Oniru, Victoria Island (VI), Lagos","₦20,000,000 per annum",4.0,4.0,5.0,4 bedroom semi-detached bungalow for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-bungalows/lagos/victoria-island/oniru/3179617-self-service-four-4-bedroom-semi-detached-house-with-bq
,,,,,,,,,data/Island_Luxury_Data.csv,4 Bedroom Terrace Duplex,"Oniru, Victoria Island (VI), Lagos","₦25,000,000 per annum",4.0,4.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3296196-4-bedroom-terrace-duplex
,,,,,,,,,data/Island_Luxury_Data.csv,5 Bedroom Terrace Duplex With Study,"Water Corporation Drive, Oniru, Victoria Island (VI), Lagos","₦50,000,000 per annum",5.0,0.0,0.0,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3304177-5-bedroom-terrace-duplex-with-study
,,,,,,,,,data/Island_Luxury_Data.csv,Brand New Serviced 4 Bedroom Terrace Duplex + Bq,"Oniru, Victoria Island (VI), Lagos","₦25,000,000 per annum",4.0,4.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3180236-brand-new-serviced-4-bedroom-terrace-duplex-bq
,,,,,,,,,data/Island_Luxury_Data.csv,Land,"Oniru, Victoria Island (VI), Lagos","₦55,000,000 per annum",0.0,0.0,0.0,Commercial land for rent,https://nigeriapropertycentre.com/for-rent/land/commercial-land/lagos/victoria-island/oniru/3301113-land
,,,,,,,,,data/Island_Luxury_Data.csv,1000sqm Land,"Oniru Extension, Oniru, Victoria Island (VI), Lagos","₦55,000,000 per annum",0.0,0.0,0.0,Commercial land for rent,https://nigeriapropertycentre.com/for-rent/land/commercial-land/lagos/victoria-island/oniru/3301566-1000sqm-land
,,,,,,,,,data/Island_Luxury_Data.csv,Standard And Spacious One Bedroom,"Oniru, Victoria Island (VI), Lagos","₦10,000,000",1.0,1.0,1.0,1 bedroom block of flats for rent,https://nigeriapropertycentre.com/for-rent/houses/block-of-flats/lagos/victoria-island/oniru/3299069-standard-and-spacious-one-bedroom
,,,,,,,,,data/Island_Luxury_Data.csv,Lovely 4 Bedroom Penthouse In A Secured Estate,"Oniru, Victoria Island (VI), Lagos","₦20,000,000 per annum",4.0,4.0,5.0,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3232796-lovely-4-bedroom-penthouse-in-a-secured-estate
,,,,,,,,,data/Island_Luxury_Data.csv,Serviced 2 Bedrooms Flat With Excellent Facilities,"Off Palace Road, Oniru, Victoria Island (VI), Lagos","₦15,000,000 per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3238309-serviced-2-bedrooms-flat-with-excellent-facilities
,,,,,,,,,data/Island_Luxury_Data.csv,Tastefully Furnished 3 Bedrooms Apartment With Bq,"Oniru, Victoria Island (VI), Lagos","₦31,000,000 per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3241848-tastefully-furnished-3-bedrooms-apartment-with-bq
,,,,,,,,,data/Island_Luxury_Data.csv,Luxury 3 Bedroom Apartment,"Oniru, Victoria Island (VI), Lagos","₦20,000,000 per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3244664-luxury-3-bedroom-apartment
,,,,,,,,,data/Island_Luxury_Data.csv,Luxury 2 Bedroom Apartment,"Oniru, Victoria Island (VI), Lagos","₦12,000,000 per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3246313-luxury-2-bedroom-apartment
,,,,,,,,,data/Island_Luxury_Data.csv,Brand New 4 Bedroom Terrace,"Oniru, Victoria Island (VI), Lagos","₦35,000,000 per annum",4.0,4.0,5.0,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3256505-brand-new-4-bedroom-terrace
,,,,,,,,,data/Island_Luxury_Data.csv,Service 3 Bedroom Apartment With Bq,"Oniru By Ay, Oniru, Victoria Island (VI), Lagos","₦20,000,000 per annum",3.0,3.0,4.0,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/victoria-island/oniru/3238084-service-3-bedroom-apartment-with-bq
,,,,,,,,,data/Island_Luxury_Data.csv,Luxury 4 Bedrooms Townhouse,"Oniru, Victoria Island (VI), Lagos","₦25,000,000 per annum",4.0,4.0,5.0,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/victoria-island/oniru/3245006-luxury-4-bedrooms-townhouse
,,,,,,,,,data/Island_Luxury_Data.csv,On 1500sqm 16 Spacious Rooms  - Quality Furniture Throughout,"Oniru, Victoria Island (VI), Lagos","₦150,000,000 per annum",16.0,0.0,0.0,16 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/oniru/3267432-on-1500sqm-16-spacious-rooms-quality-furniture-throughout
,,,,,,,,,data/Island_Luxury_Data.csv,Office,"Oniru, Victoria Island (VI), Lagos","₦150,000 per annum",0.0,0.0,0.0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/oniru/3280937-office
,,,,,,,,,data/Island_Luxury_Data.csv,Oceanview Miniflat,"Oniru, Victoria Island (VI), Lagos","₦7,000,000 per annum",1.0,1.0,2.0,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/oniru/3267495-oceanview-miniflat
,,,,,,,,,data/Island_Luxury_Data.csv,One Bedroom Furnished Apartment,"White Sand Street, Oniru, Victoria Island (VI), Lagos","₦9,000,000 per annum",1.0,0.0,0.0,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/oniru/3275199-one-bedroom-furnished-apartment
,,,,,,,,,data/Island_Luxury_Data.csv,"A 1,786 Sqm Luxury-grade Office","Oniru, Victoria Island (VI), Lagos","₦250,000 per square meter / per annum",0.0,0.0,0.0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/oniru/3017541-a-1786-sqm-luxury-grade-office
,,,,,,,,,data/Island_Luxury_Data.csv,Conducive Office Space Measuring 181sqm,"Oniru, Victoria Island (VI), Lagos","₦100,000 per square meter / per annum",0.0,0.0,0.0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/oniru/2669577-conducive-office-space-measuring-181sqm
,,,,,,,,,data/Island_Luxury_Data.csv,3-bedroom Serviced Terrace House,"At Oba Yesufu Abiodun Way, Oniru, Victoria Island (VI), Lagos","₦25,000,000 per annum",3.0,4.0,4.0,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3235446-3-bedroom-serviced-terrace-house
,,,,,,,,,data/Island_Luxury_Data.csv,Newly Built And Serviced 4-bedroom Terrace Duplex,"Oniru, Victoria Island (VI), Lagos","₦20,000,000 per annum",4.0,4.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3240296-newly-built-and-serviced-4-bedroom-terrace-duplex
,,,,,,,,,data/Island_Luxury_Data.csv,"New 4 Bedrooms Terraced Duplex With Bq, All Rooms Ensuite","Oniru, Victoria Island (VI), Lagos","₦30,000,000 per annum",3.0,3.0,4.0,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3252425-new-4-bedrooms-terraced-duplex-with-bq-all-rooms-ensuite
,,,,,,,,,data/Island_Luxury_Data.csv,5 Bedroom Furnished Terrace Duplex,"Oniru, Victoria Island (VI), Lagos","₦35,000,000 per annum",5.0,5.0,6.0,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3227375-5-bedroom-furnished-terrace-duplex
,,,,,,,,,data/Island_Luxury_Data.csv,4000sqm Land,"Beside Fourpoints, Oniru, Victoria Island (VI), Lagos","₦300,000,000 per annum",0.0,0.0,0.0,Commercial land for rent,https://nigeriapropertycentre.com/for-rent/land/commercial-land/lagos/victoria-island/oniru/3265898-4000sqm-land
,,,,,,,,,data/Island_Luxury_Data.csv,"35sqm, 40sqm, 50sqm, 60sqm","Oniru, Victoria Island (VI), Lagos","₦10,000 per square meter / per month",0.0,0.0,0.0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/oniru/2397968-35sqm-40sqm-50sqm-60sqm
,,,,,,,,,data/Island_Luxury_Data.csv,3 Bedroom Apartment With Bq,"Oniru, Victoria Island (VI), Lagos","₦15,000,000 per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3206295-3-bedroom-apartment-with-bq
,,,,,,,,,data/Island_Luxury_Data.csv,2 Bedroom City View Apartment,"Bluewaters, Oniru, Victoria Island (VI), Lagos","₦18,000,000 per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3218037-2-bedroom-city-view-apartment
,,,,,,,,,data/Island_Luxury_Data.csv,Luxury 3 Bedroom Flat,"Oniru, Victoria Island (VI), Lagos","₦40,000,000 per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/2942658-luxury-3-bedroom-flat
,,,,,,,,,data/Island_Luxury_Data.csv,Luxury 3 Bedroom Flat,"Oniru, Victoria Island (VI), Lagos","₦40,000,000 per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/2943214-luxury-3-bedroom-flat
,,,,,,,,,data/Island_Luxury_Data.csv,Luxury 3 Bedroom Apartment,"Oniru, Victoria Island (VI), Lagos","₦18,000,000 per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3220738-luxury-3-bedroom-apartment
,,,,,,,,,data/Island_Luxury_Data.csv,Luxury Waterfront 3 Bedroom Apartment,"Bluewaters, Oniru, Victoria Island (VI), Lagos","₦35,000,000 per annum",3.0,3.0,3.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3133141-luxury-waterfront-3-bedroom-apartment
,,,,,,,,,data/Island_Luxury_Data.csv,Cool And Well Finished Suitable For Airbnb,"Oniru, Victoria Island (VI), Lagos","₦15,000,000 per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3225697-cool-and-well-finished-suitable-for-airbnb
,,,,,,,,,data/Island_Luxury_Data.csv,"Tastefully Built, Serviced & Furnished 3 Bedroom Apartment","Oniru, Victoria Island (VI), Lagos","₦39,000,000 per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3227854-tastefully-built-serviced-furnished-3-bedroom-apartment
,,,,,,,,,data/Island_Luxury_Data.csv,Nicely Built 3 Bedroom Apartment,"Oniru, Victoria Island (VI), Lagos","₦15,000,000 per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3232793-nicely-built-3-bedroom-apartment
,,,,,,,,,data/Island_Luxury_Data.csv,Fully Detached Furnished 4 Bedrooms Ensuite,"Oniru, Victoria Island (VI), Lagos","₦40,000,000 per annum",4.0,0.0,0.0,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/victoria-island/oniru/3220046-fully-detached-furnished-4-bedrooms-ensuite
,,,,,,,,,data/Island_Luxury_Data.csv,"Spacious 4 Bedroom Penthouse With Bq, Elevator And Swimming Pool","Oniru, Victoria Island (VI), Lagos","₦40,000,000 per annum",4.0,4.0,0.0,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/victoria-island/oniru/3225794-spacious-4-bedroom-penthouse-with-bq-elevator-and-swimming-pool
,,,,,,,,,data/Island_Luxury_Data.csv,16 Bedroom Mansion,"Oniru, Victoria Island (VI), Lagos","₦120,000,000 per annum",16.0,0.0,0.0,16 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/oniru/3093944-16-bedroom-mansion
,,,,,,,,,data/Island_Luxury_Data.csv,Furnished Mini Flat With 24/7 Power,"Off Palace Road, Oniru, Victoria Island (VI), Lagos","₦6,000,000 per annum",1.0,1.0,1.0,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/victoria-island/oniru/3225042-furnished-mini-flat-with-247-power
,,,,,,,,,data/Island_Luxury_Data.csv,Looking For A Spacious And Fully Equipped Property On The Island?,"Oniru, Victoria Island (VI), Lagos","₦130,000,000 per annum",16.0,16.0,17.0,16 bedroom hotel / guest house for rent,https://nigeriapropertycentre.com/for-rent/commercial/hotels-guest-houses/lagos/victoria-island/oniru/3204975-looking-for-a-spacious-and-fully-equipped-property-on-the-island
,,,,,,,,,data/Island_Luxury_Data.csv,Office Space,"Oniru, Victoria Island (VI), Lagos","₦180,000 per square meter / per annum",0.0,1.0,1.0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/oniru/3209316-office-space
,,,,,,,,,data/Island_Luxury_Data.csv,4 Bedroom Terrace Duplex With Boy's Quarters,"Oniru, Victoria Island (VI), Lagos","₦25,000,000 per annum",4.0,4.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3204588-4-bedroom-terrace-duplex-with-boys-quarters
,,,,,,,,,data/Island_Luxury_Data.csv,"3 Units Of 4 Bedroom Terrace Duplex With Bq, Swimming Pool & Rooftop","Oniru, Victoria Island (VI), Lagos","₦120,000,000 per annum",12.0,12.0,15.0,12 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3207570-3-units-of-4-bedroom-terrace-duplex-with-bq-swimming-pool-rooftop
,,,,,,,,,data/Island_Luxury_Data.csv,"3 Units Of 4 Bedroom Terrace With Bq, Swimming Pool, & Rooftop Terrace","Oniru, Victoria Island (VI), Lagos","₦120,000,000 per annum",4.0,4.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3211660-3-units-of-4-bedroom-terrace-with-bq-swimming-pool-rooftop-terrace
,,,,,,,,,data/Island_Luxury_Data.csv,Serviced 4 Bedroom Terrace Duplex & Bq,"Oniru, Oniru, Victoria Island (VI), Lagos","₦25,000,000 per annum",4.0,4.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3150063-serviced-4-bedroom-terrace-duplex-bq
,,,,,,,,,data/Island_Luxury_Data.csv,Self Service 4 Bedrooms Terrace Plus Bq,"Off Palace Road, Oniru, Victoria Island (VI), Lagos","₦25,000,000 per annum",4.0,4.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3225772-self-service-4-bedrooms-terrace-plus-bq
,,,,,,,,,data/Island_Luxury_Data.csv,5bedroom  Terrace Duplex With 2 Bq,"Remi Olwude Street, Parkview, Ikoyi, Lagos","₦70,000,000 per annum",5.0,5.0,6.0,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/parkview/3296328-5bedroom-terrace-duplex-with-2-bq
,,,,,,,,,data/Island_Luxury_Data.csv,7 Bedroom  Detached Penthouse And Bedroom Bungalow For Office Or  Resi,"Parkview Estate, Parkview, Ikoyi, Lagos","₦60,000,000 per annum",7.0,7.0,8.0,7 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/parkview/3287543-7-bedroom-detached-penthouse-and-bedroom-bungalow-for-office-or-resi
,,,,,,,,,data/Island_Luxury_Data.csv,A Prime 3000 Sqm Land,"Off Mobolaji Johnson Avenue, Old Ikoyi, Ikoyi, Lagos","₦100,000,000 per annum",0.0,0.0,0.0,Mixed-use land for rent,https://nigeriapropertycentre.com/for-rent/land/mixed-use-land/lagos/ikoyi/old-ikoyi/3269615-a-prime-3000-sqm-land
,,,,,,,,,data/Island_Luxury_Data.csv,Spacious 3 Bedroom Apartment,"Old Ikoyi, Ikoyi, Lagos","₦35,000,000 per annum",3.0,2.0,3.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3296290-spacious-3-bedroom-apartment
,,,,,,,,,data/Island_Luxury_Data.csv,"Serviced 3 Bedroom Apartment With Swimming Pool, Gym Bq & Study","Old Ikoyi, Ikoyi, Lagos","₦40,000,000 per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3248926-serviced-3-bedroom-apartment-with-swimming-pool-gym-bq-study
,,,,,,,,,data/Island_Luxury_Data.csv,"Exquisite Terrace Duplex With Gym, Pool, Tennis  Court,garden,study&bq","Old Ikoyi, Ikoyi, Lagos","₦40,000,000 per annum",4.0,4.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3293934-exquisite-terrace-duplex-with-gym-pool-tennis-courtgardenstudybq
,,,,,,,,,data/Island_Luxury_Data.csv,Luxury 4 Bedroom Semi Detached Duplex With Bq,"Old Ikoyi, Ikoyi, Lagos","₦50,000,000 per annum",4.0,4.0,5.0,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/old-ikoyi/3296776-luxury-4-bedroom-semi-detached-duplex-with-bq
,,,,,,,,,data/Island_Luxury_Data.csv,Fully Fitted 4-bedroom Semi-detached House With Bq & Communal Swimming Pool,"Old Ikoyi, Ikoyi, Lagos","₦100,000,000 per annum",4.0,5.0,5.0,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/old-ikoyi/3293496-fully-fitted-4-bedroom-semi-detached-house-with-bq-communal-swimming-pool
,,,,,,,,,data/Island_Luxury_Data.csv,Brand New 4 Bedroom Apartment With Two Bqs,"Ikoyi, Lagos","$70,000,000 per annum 
approx. ₦99,474,226,390",4.0,4.0,5.0,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3268934-brand-new-4-bedroom-apartment-with-two-bqs
,,,,,,,,,data/Island_Luxury_Data.csv,4 Bedroom Terrace House With Bq,"Ikoyi, Lagos","₦40,000,000 per annum",4.0,4.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3259588-4-bedroom-terrace-house-with-bq
,,,,,,,,,data/Island_Luxury_Data.csv,Luxury 3 Bedroom Apartment,"Ikoyi, Lagos","$75,000 per annum 
approx. ₦106,579,528",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3259264-luxury-3-bedroom-apartment
,,,,,,,,,data/Island_Luxury_Data.csv,Spacious Six-bedroom Detached House With Bq,"Ikoyi, Lagos","₦80,000,000 per annum",6.0,6.0,7.0,6 bedroom commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/ikoyi/3296297-spacious-six-bedroom-detached-house-with-bq
,,,,,,,,,data/Island_Luxury_Data.csv,Fully Furnished 4 Bedroom Semi-detached House With Bq,"Off Adeyemi Lawson, Ikoyi, Lagos","₦50,000,000 per annum",4.0,4.0,5.0,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/3296002-fully-furnished-4-bedroom-semi-detached-house-with-bq
,,,,,,,,,data/Island_Luxury_Data.csv,"Luxury 5-bedroom Penthouse + 3 Bq, Infinity Pool & Wrap-around Balcony","Ikoyi, Lagos","$200,000 per annum 
approx. ₦284,212,075",5.0,5.0,6.0,5 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3133168-luxury-5-bedroom-penthouse-3-bq-infinity-pool-wrap-around-balcony
,,,,,,,,,data/Island_Luxury_Data.csv,6 Units Of 3 Bedroom Apartment And 1 Penthouse Of 3 Bedrooms,"Ikoyi, Lagos","₦210,000,000 per annum",0.0,0.0,0.0,Commercial property for rent,https://nigeriapropertycentre.com/for-rent/commercial/lagos/ikoyi/3296688-6-units-of-3-bedroom-apartment-and-1-penthouse-of-3-bedrooms
,,,,,,,,,data/Island_Luxury_Data.csv,Well Maintained 5 Bedroom Detached Duplex With 2 Bq,"Off Glover Road, Old Ikoyi, Ikoyi, Lagos","₦65,000,000 per annum",5.0,6.0,6.0,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/old-ikoyi/3295972-well-maintained-5-bedroom-detached-duplex-with-2-bq
,,,,,,,,,data/Island_Luxury_Data.csv,Spacious 5 Bedroom Fully Serviced Terrace Duplex,"Old Ikoyi, Ikoyi, Lagos","₦40,000,000 per annum",5.0,5.0,6.0,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/3296040-spacious-5-bedroom-fully-serviced-terrace-duplex
,,,,,,,,,data/Island_Luxury_Data.csv,Luxury Waterfront 2 Bedroom Apartment+ Swimming Pool,"Old Ikoyi, Ikoyi, Lagos","₦37,500,000 per annum",2.0,2.0,3.0,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/3296048-luxury-waterfront-2-bedroom-apartment-swimming-pool
,,,,,,,,,data/Island_Luxury_Data.csv,4 Bedroom Terrace Duplex,"Ikoyi, Lagos","₦50,000,000 per annum",4.0,4.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3286004-4-bedroom-terrace-duplex
,,,,,,,,,data/Island_Luxury_Data.csv,Luxury 3-bedroom Apartment + Bq,"Ikoyi, Lagos","₦40,000,000 per annum",3.0,3.0,4.0,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/3260602-luxury-3-bedroom-apartment-bq
,,,,,,,,,data/Island_Luxury_Data.csv,4 Bedroom Terrace Duplex Available With Quality Facilities,"Ikoyi, Lagos","₦35,000,000 per annum",4.0,4.0,5.0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3295730-4-bedroom-terrace-duplex-available-with-quality-facilities
,,,,,,,,,data/Island_Luxury_Data.csv,"Luxury 5 Bedroom House, 3 Living Room Spaces, 1 Study,2 Guest Toilet.","Bourdillon Road., Ikoyi, Lagos","₦40,000,000 per annum",5.0,6.0,7.0,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3295754-luxury-5-bedroom-house-3-living-room-spaces-1-study2-guest-toilet
,,,,,,,,,data/Island_Luxury_Data.csv,Spacious 4 Bedroom Semi Detached Duplex With Bq,"Ikoyi, Lagos","₦20,000,000 per annum",4.0,4.0,5.0,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/3295849-spacious-4-bedroom-semi-detached-duplex-with-bq
,,,,,,,,,data/Island_Luxury_Data.csv,"Luxury 5 Bedroom Terraced Duplex With Bq, Pool,gym In A Secure Estate","Ikoyi, Lagos","₦75,000,000 per annum",5.0,5.0,6.0,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/3295881-luxury-5-bedroom-terraced-duplex-with-bq-poolgym-in-a-secure-estate
,,,,,,,,,data/Island_Luxury_Data.csv,Furnished 3 Bedroom House In A Secure Estate,"Ikoyi, Lagos","₦40,000,000 per annum",3.0,3.0,4.0,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ikoyi/3295891-furnished-3-bedroom-house-in-a-secure-estate
