Title,Location,Price,Bedrooms,Bathrooms,Toilets,Property Type,URL
Affordable 6 Units Of 3 Bedrooms,"Banana Island, Ikoyi, Lagos","₦720,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3264474-affordable-6-units-of-3-bedrooms
4 Units Of New & Luxury 3 Bedroom Apartment +bq+pool+gym,"Banana Island Estate, Banana Island, Ikoyi, Lagos","₦94,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3166643-4-units-of-new-luxury-3-bedroom-apartment-bqpoolgym
Furnished & Luxury 3 Bedroom Apartment + Bq+gym+pool,"Banana Island Estate, Banana Island, Ikoyi, Lagos","₦59,900,000 per annum",3,2,3,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3155626-furnished-luxury-3-bedroom-apartment-bqgympool
Modern 4 Bedroom Apartment With Swimming Pool + Gym,"Banana Island Road, Banana Island, Ikoyi, Lagos","₦70,000,000 per annum",4,0,0,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3267128-modern-4-bedroom-apartment-with-swimming-pool-gym
Luxury 5 Bedroom Detached House Within Shared Premises+pool X 2yrs,"Banana Island, Ikoyi, Lagos","₦177,000,000 per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/banana-island/3140153-luxury-5-bedroom-detached-house-within-shared-premisespool-x-2yrs
Fully Furnished 4 Bedroom Detached House Within A Mini Estate,"Off, Banana Island, Ikoyi, Lagos","₦65,000,000 per annum",4,4,5,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/banana-island/3074276-fully-furnished-4-bedroom-detached-house-within-a-mini-estate
"Luxury 5 Bedroom Semi Detached Houses With Rooftop, Cinema & Elevator","Banana Island, Ikoyi, Lagos","₦100,000,000 per annum",5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/banana-island/3259150-luxury-5-bedroom-semi-detached-houses-with-rooftop-cinema-elevator
Partly Furnished 5 Units Of 4 Bedroom Terraced With Bq,"Banana Island, Ikoyi, Lagos","₦75,000,000 per annum",4,0,0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3253734-partly-furnished-5-units-of-4-bedroom-terraced-with-bq
4 Bedroom,"2nd Avenue, Banana Island, Ikoyi, Lagos","₦75,000,000 per annum",4,0,0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3254163-4-bedroom
5 Bedroom Terrace Apartment,"Banana Island, Ikoyi, Lagos","₦80,000,000 per annum",5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3255412-5-bedroom-terrace-apartment
5 Bedroom Terraced Duplex With Bq,"Banana Island, Ikoyi, Lagos","₦80,000,000 per annum",5,5,5,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3256822-5-bedroom-terraced-duplex-with-bq
5 Bedroom Terrace Duplex With Boy's Quarters & Swimming Pool,"Banana Island, Ikoyi, Lagos","₦80,000,000 per annum",5,5,6,5 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3257250-5-bedroom-terrace-duplex-with-boys-quarters-swimming-pool
Luxury 4 Bedroom Terrace House + Bq+pool+gym+garage,"Banana Island, Ikoyi, Lagos","₦49,999,999 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3084158-luxury-4-bedroom-terrace-house-bqpoolgymgarage
New Luxury 4 Bedroom Terrace House +bq+pool,"Banana Island, Ikoyi, Lagos","₦145,000,000 per annum",4,5,6,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/2848077-new-luxury-4-bedroom-terrace-house-bqpool
Luxurious 4-bedroom Apartment,"Banana Island, Ikoyi, Lagos","₦45,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3242061-luxurious-4-bedroom-apartment
Luxury Waterfront 3 Bedrooms Fully Furnished Apartment,"Banana Island, Ikoyi, Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3244988-luxury-waterfront-3-bedrooms-fully-furnished-apartment
3 Bedroom Apartment +bq+pool+tennis Gym Etc,"Banana Island, Ikoyi, Lagos","₦44,900,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/2924730-3-bedroom-apartment-bqpooltennis-gym-etc
"4 Bedroom Apartment With Bq, Elevator Swimming Pool, Gym, Tennis Court","Banana Island, Ikoyi, Lagos","₦65,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3252545-4-bedroom-apartment-with-bq-elevator-swimming-pool-gym-tennis-court
"3 Bedroom Apartment With Bq Swimming Pool, Gym, Tennis Court","Banana Island, Ikoyi, Lagos","₦55,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3252547-3-bedroom-apartment-with-bq-swimming-pool-gym-tennis-court
"4 Bedroom Maisonette With Bq, All Rooms Ensuite Fitted Kitchen, Elevator","Banana Island, Ikoyi, Lagos","₦55,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3252557-4-bedroom-maisonette-with-bq-all-rooms-ensuite-fitted-kitchen-elevator
"Super Luxury 3 Bedroom Apartment With Bq Elevator Swimming Pool, Gym","Banana Island, Ikoyi, Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3252564-super-luxury-3-bedroom-apartment-with-bq-elevator-swimming-pool-gym
"New 4 Bedroom  Apartment With Bq, Fitted Kitchen, All Rooms Ensuite","Banana Island, Ikoyi, Lagos","₦40,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3252565-new-4-bedroom-apartment-with-bq-fitted-kitchen-all-rooms-ensuite
Luxury 3 Bedroom Apartment With Bq Elevator Swimming Pool And Gym,"Banana Island, Ikoyi, Lagos","₦50,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3252569-luxury-3-bedroom-apartment-with-bq-elevator-swimming-pool-and-gym
New 4 Bedroom Maisonette With Bq Elevator Concierge Swimming Pool And Gym,"Banana Island, Ikoyi, Lagos","₦80,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3252573-new-4-bedroom-maisonette-with-bq-elevator-concierge-swimming-pool-and-gym
New 4 Bedroom Apartment With Bq Swimming Pool And Gym,"Banana Island, Ikoyi, Lagos","₦40,000,000 per annum",4,4,5,4 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ikoyi/banana-island/3252574-new-4-bedroom-apartment-with-bq-swimming-pool-and-gym
"New 5 Bedroom Fully Detached House With Bq, All Rooms Ensuite Fitted Kitchen","Banana Island, Ikoyi, Lagos","₦150,000,000 per annum",5,5,6,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ikoyi/banana-island/3252556-new-5-bedroom-fully-detached-house-with-bq-all-rooms-ensuite-fitted-kitchen
Newly Built 5 Bedroom Semi-detached Houses,"Banana Island, Ikoyi, Lagos","₦90,000,000 per annum",5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/banana-island/3242425-newly-built-5-bedroom-semi-detached-houses
"5 Bedroom Semi Detached House With Bq, All Rooms Ensuite With Fitted Kitchen","Banana Island, Ikoyi, Lagos","₦100,000,000 per annum",5,5,6,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ikoyi/banana-island/3252522-5-bedroom-semi-detached-house-with-bq-all-rooms-ensuite-with-fitted-kitchen
Grade A Office Space,"Banana Island, Ikoyi, Lagos","$650 per square meter / per annum 
approx. ₦923,689",0,0,0,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/ikoyi/banana-island/2228732-grade-a-office-space
Premium 4 Bedroom Apartment +bq+gym+pool,"Banana Island Estate, Banana Island, Ikoyi, Lagos","₦45,000,000 per annum",4,3,4,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3155434-premium-4-bedroom-apartment-bqgympool
"4 Bedroom Terrace Duplex With Bq All Rooms Ensuite Fitted Kitchen, Swimming Pool","Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3252550-4-bedroom-terrace-duplex-with-bq-all-rooms-ensuite-fitted-kitchen-swimming-pool
"4 Bedroom Terrace Duplex All Rooms Ensuite, Swimming Pool And Gym","Banana Island, Ikoyi, Lagos","₦35,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3252559-4-bedroom-terrace-duplex-all-rooms-ensuite-swimming-pool-and-gym
3 Bedroom Terraces Duplex With Bq Swimming Pool And Gym,"Banana Island, Ikoyi, Lagos","₦60,000,000 per annum",3,3,4,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3252561-3-bedroom-terraces-duplex-with-bq-swimming-pool-and-gym
"New 4 Bedroom Terrace Duplex With Bq, All Rooms Ensuite Fitted Kitchen","Banana Island, Ikoyi, Lagos","₦70,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ikoyi/banana-island/3252571-new-4-bedroom-terrace-duplex-with-bq-all-rooms-ensuite-fitted-kitchen
2 Units Service 3 Bedroom Flat,"Clannit Code Street, Oniru, Victoria Island (VI), Lagos","₦13,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/2974961-2-units-service-3-bedroom-flat
2 Bedroom Flat,"Off Lekki Epe Expressway, Oniru, Victoria Island (VI), Lagos","₦18,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/2699397-2-bedroom-flat
Fully Furnished & Serviced Luxury Exotic 3 Bedrooms Smart Home,"Bluewaters Apartment, Oniru, Victoria Island (VI), Lagos","₦26,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3184641-fully-furnished-serviced-luxury-exotic-3-bedrooms-smart-home
"2 Bedrooms Tastefully Finished, Partly Serviced Flat In A Block Of 6","Oniru, Victoria Island (VI), Lagos","₦11,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3020963-2-bedrooms-tastefully-finished-partly-serviced-flat-in-a-block-of-6
Spacious 3 Bedroom Flat,"Oniru, Victoria Island (VI), Lagos","₦15,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3130706-spacious-3-bedroom-flat
A Lovely Serviced 3 Bedroom Apartment With Bq,"Off Yesufu Abiodun Street, Oniru, Victoria Island (VI), Lagos","₦12,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3193576-a-lovely-serviced-3-bedroom-apartment-with-bq
An Upgraded 3 Bedroom Flat With Bq,"Oniru, Victoria Island (VI), Lagos","₦20,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3194263-an-upgraded-3-bedroom-flat-with-bq
Two Bedroom Furnished Apartment,"Oniru, Victoria Island (VI), Lagos","₦30,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3199862-two-bedroom-furnished-apartment
2 Bedroom Apartment,"Oniru, Victoria Island (VI), Lagos","₦15,000,000 per annum",2,2,2,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3201428-2-bedroom-apartment
A Spacious And Fully Furnished 16-room Property On The Island,"Oniru, Victoria Island (VI), Lagos","₦130,000,000 per annum",16,16,0,16 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/victoria-island/oniru/3187502-a-spacious-and-fully-furnished-16-room-property-on-the-island
Tastefully Built 4-bedroom Terrace Duplex,"Oniru, Victoria Island (VI), Lagos","₦25,000,000 per annum",4,0,0,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/victoria-island/oniru/3095556-tastefully-built-4-bedroom-terrace-duplex
Furnished 2bedroom Apartment,"Oniru, Victoria Island (VI), Lagos","₦18,000,000 per annum",2,0,23,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/victoria-island/oniru/3194783-furnished-2bedroom-apartment
Luxury And Fully Detached 4 Bedroom Duplex,"Oniru, Victoria Island (VI), Lagos","₦25,000,000 per annum",4,0,0,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/victoria-island/oniru/3195806-luxury-and-fully-detached-4-bedroom-duplex
Self Service 4-bedroom Semi Detached House With 1-bedroom B.q,"Chief Yesufu Abiodun Road, Oniru, Victoria Island (VI), Lagos","₦20,000,000 per annum",4,0,0,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/victoria-island/oniru/3150785-self-service-4-bedroom-semi-detached-house-with-1-bedroom-bq
4 Bedrooms Semi-detached Duplex With Bq In A Secured Estate,"Oniru, Victoria Island (VI), Lagos","₦30,000,000 per annum",4,0,0,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/victoria-island/oniru/3185171-4-bedrooms-semi-detached-duplex-with-bq-in-a-secured-estate
4 Bedroom Semi-detached House With A Standard Room Detached Bq,"Oniru, Victoria Island (VI), Lagos","₦40,000,000 per annum",4,0,0,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/victoria-island/oniru/3187541-4-bedroom-semi-detached-house-with-a-standard-room-detached-bq
"Office Space, Giveaway Offer","Oniru, Victoria Island (VI), Lagos","₦250,000 per square meter / per annum",0,0,3,Office space for rent,https://nigeriapropertycentre.com/for-rent/commercial/offices/lagos/victoria-island/oniru/2755665-office-space-giveaway-offer
Nicely Maintained Terraced Townhouse,"Oniru, Victoria Island (VI), Lagos","₦25,000,000 per annum",4,4,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3123397-nicely-maintained-terraced-townhouse
4 Bedroom Terraced Duplex + Bq,"Oniru, Victoria Island (VI), Lagos","₦25,000,000 per annum",4,5,5,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/3199619-4-bedroom-terraced-duplex-bq
Brand New Luxury 4-bedroom Terrace Duplex,"Oniru, Victoria Island (VI), Lagos","₦25,000,000 per annum",4,0,0,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/victoria-island/oniru/2649835-brand-new-luxury-4-bedroom-terrace-duplex
Luxury 3 Bedroom Maisonette House,"Oniru, Victoria Island (VI), Lagos","₦12,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3153522-luxury-3-bedroom-maisonette-house
Luxury Fully Serviced 2 Bedroom Flat With A Room Bq,"Oniru, Victoria Island (VI), Lagos","₦18,000,000 per annum",2,2,2,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3154449-luxury-fully-serviced-2-bedroom-flat-with-a-room-bq
Luxury Spacious 12 Nos Of 3 Bedroom Flat For A Single Tenant,"Oniru, Victoria Island (VI), Lagos","₦25,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3153953-luxury-spacious-12-nos-of-3-bedroom-flat-for-a-single-tenant
Luxury 2 Bedroom Apartment,"Oniru, Victoria Island (VI), Lagos","₦10,000,000 per annum",2,0,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3160136-luxury-2-bedroom-apartment
Luxury 2 Bedroom Apartment With Excellent Facilities,"Oniru, Victoria Island (VI), Lagos","₦12,000,000 per annum",2,2,3,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3170355-luxury-2-bedroom-apartment-with-excellent-facilities
"A Very Spacious 3 Bedroom Service Apartment With Bq, Pool And Gym","Oniru, Victoria Island (VI), Lagos","₦14,000,000 per annum",3,3,4,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/victoria-island/oniru/3129353-a-very-spacious-3-bedroom-service-apartment-with-bq-pool-and-gym
